timestamp,mode,sync_score,battery_soc_error,battery_soc_percent,battery_power_kw,battery_energy_kwh,pv_power_kw,generator_power_kw,generator_state,total_load_kw,critical_load_kw,shed_load_kw,optimal_battery_power,optimal_generator_should_run,optimal_load_shed,data_available
2025-01-15 00:00:00,simulation,0.9982953807987776,0.04261548003056248,67.46095051322769,-160.0,371.03522782275223,0.0,0.0,OFF,0.0,234.9350925307945,0.0,-160.0,False,0.0,False
2025-01-15 00:05:00,simulation,0.982267627195597,0.4433093201100746,64.77612358641316,-160.0,356.2686797252724,0.0,0.0,OFF,0.0,234.1827702945637,0.0,-160.0,False,0.0,False
2025-01-15 00:15:00,simulation,0.9825554779499828,0.4361130512504303,62.355123371006805,-160.0,342.9531785405374,0.0,0.0,OFF,0.0,232.94412309844986,0.0,-160.0,False,0.0,False
2025-01-15 00:30:00,simulation,0.9949684870073396,0.12578782481651274,59.84102558767026,-160.0,329.1256407321864,0.0,0.0,OFF,0.0,241.92115313757333,0.0,-160.0,False,0.0,False
2025-01-15 00:50:00,simulation,0.9807585246258308,0.4810368843542321,55.200647657761216,-300.0,303.6035621176867,0.0,0.0,OFF,242.16894443376873,242.16894443376873,-242.16894443376873,-300.0,False,100.0,False
2025-01-15 01:15:00,simulation,0.9730450158375157,0.24976870552648478,52.72374413863766,-160.0,289.9805927625071,0.0,0.0,OFF,247.82368974757705,239.84352680271638,-242.16894443376873,-160.0,False,0.0,False
2025-01-15 01:45:00,simulation,0.9648309259398582,0.1446641392250143,50.21530924962365,-160.0,276.1842008729301,0.0,0.0,OFF,257.6178592446241,234.0305238369548,-242.16894443376873,-160.0,False,0.0,False
2025-01-15 02:20:00,simulation,0.9795912853419904,0.2580427086089685,45.353207441825646,-300.0,249.44264093004108,0.0,0.0,OFF,228.241929423487,228.241929423487,32.73826525902072,-300.0,False,100.0,False
2025-01-15 03:00:00,simulation,0.9877621534370231,0.22472621035451823,42.868791174150495,-160.0,235.7783514578277,0.0,0.0,OFF,229.3248621397524,229.7548954582516,32.73826525902072,-160.0,False,0.0,False
2025-01-15 03:45:00,simulation,0.9869025810151278,0.2186705872522552,40.25135586719332,-160.0,221.38245726956325,0.0,0.0,OFF,230.77506063801306,231.56838427040424,32.73826525902072,-160.0,False,0.0,False
2025-01-15 04:35:00,simulation,0.9897947209205973,0.058467031407687386,35.48420698140031,-300.0,195.16313839770172,0.0,0.0,OFF,235.48233533135252,235.48233533135252,-2.085075418974384,-300.0,False,100.0,False
2025-01-15 05:30:00,simulation,0.9818159313339951,0.08614382996567826,31.31163336989068,-260.0,172.21398353439872,0.0,0.0,OFF,240.39510715381175,234.08744380266262,-2.085075418974384,-260.0,False,0.0,False
2025-01-15 06:30:00,simulation,0.9857675588944546,0.0718537378193389,27.24877564886259,-253.38961030007923,149.86826606874425,0.0,0.0,OFF,236.60900995622114,232.89791735653736,-2.085075418974384,-253.38961030007923,False,0.0,False
2025-01-15 07:35:00,simulation,0.9851953296625682,0.13770228526045614,22.924143923535524,-268.5642291922579,126.08279157944537,0.0,0.0,OFF,233.27740347846108,233.27740347846108,6.430466120097918,-268.5642291922579,False,68.50027108518015,False
2025-01-15 08:45:00,simulation,0.9705204456417935,0.04332356307736518,20.152179240718826,-174.61710183409207,110.83698582395354,0.0,0.0,OFF,227.75145367470998,227.75145367470998,-3.722920807952846,-174.61710183409207,False,176.70497945659793,False
2025-01-15 10:00:00,simulation,0.9866758953614703,0.20307581802047991,18.38394339450217,-114.6882436947493,101.11168866976195,0.0,0.0,OFF,226.61919541223588,226.61919541223588,-0.6014323767628014,-114.6882436947493,False,114.31175630525064,False
2025-01-15 11:20:00,simulation,0.9962650030289373,0.0786174259686554,17.982373612205453,-23.699631567533743,98.90305486713,0.0,0.0,OFF,226.8159620563414,226.05983288065414,-0.6014323767628014,-23.699631567533743,False,0.0,False
2025-01-15 12:45:00,simulation,0.9935342756537788,0.14320894875138634,16.908038672288797,-64.66704040676083,92.99421269758838,0.0,0.0,OFF,220.10991309110474,220.10991309110474,6.460260166514729,-64.66704040676083,False,82.10033028604957,False
2025-01-15 14:15:00,simulation,0.978528399125161,0.06141702805718552,16.250511576949478,-42.38220317553093,89.37781367322214,0.0,0.0,OFF,212.09335156041726,212.09335156041726,14.354868114871323,-42.38220317553093,False,289.3772109456416,False
2025-01-15 15:50:00,simulation,0.9862645807217907,0.054944576448825444,15.822435318345834,-27.87388889745076,87.02339425090209,0.0,0.0,OFF,205.47792027106618,205.47792027106618,10.461310029436532,-27.87388889745076,False,260.114053880245,False
2025-01-15 17:30:00,simulation,0.9890909330756572,0.016888702438739855,15.537150375015191,-18.205042439704005,85.45432706258354,0.0,0.0,OFF,204.7053039131469,204.7053039131469,4.18378930018369,-18.205042439704005,False,395.18456786037524,False
2025-01-15 19:15:00,simulation,0.9961181059307519,0.06756452951623793,15.33551925610407,-11.371382355527018,84.34535590857237,0.0,0.0,OFF,205.2887294607872,205.2887294607872,-0.9765298438398702,-11.371382355527018,False,408.62861764447297,False
2025-01-15 21:05:00,simulation,0.9797604772672006,0.0697372548461157,15.20421278854489,-6.92115775230517,83.62317033699689,0.0,0.0,OFF,211.12066610150964,211.12066610150964,-11.648614153707342,-6.92115775230517,False,393.0788422476948,False
2025-01-15 23:00:00,simulation,0.9729821983108327,0.1418021841898227,15.104945068976383,-3.5567869323347203,83.0771978793701,0.0,0.0,OFF,217.02785719679989,217.02785719679989,1.2080470119012432,-3.5567869323347203,False,236.44321306766528,False
2025-01-16 01:00:00,simulation,0.994952401831289,0.05806073667945455,15.079428802267861,-2.6919923795647875,82.93685841247323,0.0,0.0,OFF,209.7708456606859,209.7708456606859,8.165401103291572,-2.6919923795647875,False,157.3080076204352,False
2025-01-16 03:05:00,simulation,0.9831494287165046,0.10016355781244535,15.071064582028578,-2.408513131455095,82.89085520115718,0.0,0.0,OFF,215.89358831993886,215.89358831993886,-1.8413996689204168,-2.408513131455095,False,397.5914868685449,False
2025-01-16 05:15:00,simulation,0.9943708314203903,0.04997677281889956,15.055861959883284,-1.8932675052334496,82.80724077935807,0.0,0.0,OFF,209.3279497612358,209.3279497612358,7.775671114320971,-1.8932675052334496,False,258.10673249476656,False
2025-01-16 07:30:00,simulation,0.9875943789202417,0.02615545137534525,15.041354702209611,-1.4015890965094826,82.72745086215286,0.0,0.0,OFF,203.84543862877496,203.84543862877496,9.268978807375703,-1.4015890965094826,False,201.7771264536807,False
2025-01-16 09:50:00,simulation,0.9934438523626208,0.05927080530682005,15.038386489836167,-1.3009907636364488,82.71112569409891,0.0,0.0,OFF,204.67553232794302,204.67553232794302,-2.225198840870206,-1.3009907636364488,False,122.71106645866779,False
2025-01-16 12:15:00,simulation,0.9820535038546291,0.14692658139026982,15.053529564515266,-1.81421821357144,82.79441260483397,0.0,0.0,OFF,204.33099510592737,204.33099510592737,4.367681518602382,-1.81421821357144,False,131.84547867990938,False
2025-01-16 14:45:00,simulation,0.9968278946526417,0.042706429184573125,15.026430746019582,-0.8957879867176572,82.6453691031077,0.0,0.0,OFF,211.6931809682318,211.6931809682318,-6.874236468979291,-0.8957879867176572,False,379.78213072259234,False
2025-01-16 17:20:00,simulation,0.983438973218853,0.0718660670241551,15.031151770994608,-1.0557924547902076,82.67133474047034,0.0,0.0,OFF,213.34548117462646,213.34548117462646,-6.214428239788276,-1.0557924547902076,False,387.244575977676,False
2025-01-16 20:00:00,simulation,0.9798753937374355,0.009059007325653567,15.021985447510794,-0.7451284102306914,82.62091996130937,0.0,0.0,OFF,218.1748491583456,218.1748491583456,-11.416783306898623,-0.7451284102306914,False,419.2548715897693,False
2025-01-16 22:45:00,simulation,0.98227314124525,0.134768967263323,15.0,0.4057953387004787,82.43067662963868,0.0,0.0,OFF,218.94729191980463,218.94729191980463,-4.884476116198044,0.4057953387004787,False,240.40579533870047,False
2025-01-17 01:35:00,simulation,0.995291129172907,0.026965673377892685,15.005251210078857,-0.17797344429410344,82.52888165543371,0.0,0.0,OFF,218.191597499526,218.191597499526,1.965775717604373,-0.17797344429410344,False,399.8220265557059,False
2025-01-17 04:30:00,simulation,0.9901206251602497,0.042081306306108957,15.011603460928342,-0.39326324335514684,82.56381903510588,0.0,0.0,OFF,220.44319990239788,220.44319990239788,-4.983643265373843,-0.39326324335514684,False,159.60673675664486,False
2025-01-17 07:30:00,simulation,0.9790508050840891,0.14469384637218496,15.035709293843505,-1.2102555264799548,82.69640111613928,0.0,0.0,OFF,219.6272732285844,219.6272732285844,-4.2378870131943245,-1.2102555264799548,False,201.96846002371024,False
2025-01-17 10:35:00,simulation,0.9933569735304252,0.018793090049648242,15.01952001004664,-0.6615700702294127,82.60736005525652,0.0,0.0,OFF,220.95923172444122,220.95923172444122,-3.295726118386483,-0.6615700702294127,False,62.306626588606534,False
2025-01-17 13:45:00,simulation,0.9715387644761319,0.11046605702053114,15.0,0.2996357553094384,82.44881222513463,0.0,0.0,OFF,226.46589142212073,226.46589142212073,2.507538050002779,0.2996357553094384,False,288.1999185276177,False
2025-01-17 17:00:00,simulation,0.9876755114957767,0.01311704409288339,15.002554371744406,-0.08657249101302256,82.51404904459423,0.0,0.0,OFF,226.00865368153765,226.00865368153765,-3.476031172919619,-0.08657249101302256,False,393.9223558431681,False
2025-01-17 20:20:00,simulation,0.996141540494529,0.04412525662963063,15.0,0.23503051537866426,82.45984895362281,0.0,0.0,OFF,226.64883179161157,226.64883179161157,-1.3379945235025161,0.23503051537866426,False,400.23503051537864,False
2025-01-17 23:45:00,simulation,0.9940461584772016,0.03455152229867409,15.006728454342372,-0.22804004717124116,82.53700649888304,0.0,0.0,OFF,224.97150258446462,224.97150258446462,0.15340233019642824,-0.22804004717124116,False,239.77195995282875,False
2025-01-18 03:15:00,simulation,0.9956800489278651,0.032388902800121855,15.0,0.06574076294861797,82.48876928632961,0.0,0.0,OFF,226.29377686866326,226.29377686866326,-0.31414263082197635,0.06574076294861797,False,160.06574076294862,False
2025-01-18 06:50:00,simulation,0.9932178199879389,0.07316985191427072,15.0,0.4829210226341907,82.41750099196665,0.0,0.0,OFF,220.8365366388228,220.8365366388228,6.742368875003933,0.4829210226341907,False,382.30663170774426,False
2025-01-18 10:30:00,simulation,0.991437072655966,0.03871809657373326,15.0075398398591,-0.2555394373866591,82.54146911922504,0.0,0.0,OFF,216.29182975989073,216.29182975989073,6.882774705960259,-0.2555394373866591,False,188.56574501242315,False
2025-01-18 14:15:00,simulation,0.9878919721970825,0.06901076351438462,15.018333220171865,-0.6213475160950566,82.60083271094526,0.0,0.0,OFF,215.89470135235194,215.89470135235194,3.5129941616528413,-0.6213475160950566,False,331.1380666050775,False
2025-01-18 18:05:00,simulation,0.996383746222782,0.007570511911076494,15.010426253756947,-0.3533654651678759,82.55734439566321,0.0,0.0,OFF,216.5536560507494,216.5536560507494,0.4455230685275353,-0.3533654651678759,False,399.6466345348321,False
2025-01-18 22:00:00,simulation,0.9790053250252106,0.06102996467786426,15.018652701700546,-0.6321753495267188,82.602589859353,0.0,0.0,OFF,219.553981151495,219.553981151495,-9.184817229970577,-0.6321753495267188,False,239.36782465047327,False
2025-01-19 02:00:00,simulation,0.9897799962403906,0.12030037996484388,15.035534810184734,-1.2043419451799622,82.69544145601604,0.0,0.0,OFF,222.07947808405785,222.07947808405785,-0.7228340788909691,-1.2043419451799622,False,158.79565805482002,False
2025-01-19 06:05:00,simulation,0.9877387423858047,0.008784253167856804,15.021355838011788,-0.7237897531562396,82.61745710906483,0.0,0.0,OFF,219.4942961924126,219.4942961924126,6.555144387472268,-0.7237897531562396,False,399.09156523372417,False
2025-01-19 10:15:00,simulation,0.993564821290313,0.02359129762002432,15.01845665631611,-0.6255310005514793,82.60151160973861,0.0,0.0,OFF,217.7447395425063,217.7447395425063,-0.08095228505570162,-0.6255310005514793,False,207.27475177175674,False
2025-01-19 14:30:00,simulation,0.9857758274663857,0.029171349903984733,15.01766137311632,-0.5985773483206884,82.59713755213976,0.0,0.0,OFF,227.8249584351064,227.8249584351064,-5.727779380115123,-0.5985773483206884,False,355.1905279017903,False
2025-01-19 18:50:00,simulation,0.9636183711307498,0.04813592458815563,15.002090562146932,-0.0708531062771911,82.51149809180814,0.0,0.0,OFF,230.8249071043723,230.8249071043723,-14.485345964507246,-0.0708531062771911,False,399.9291468937228,False
2025-01-19 23:15:00,simulation,0.9839118570105272,0.08317750041067384,15.017554755333245,-0.594963869942962,82.59655115433286,0.0,0.0,OFF,232.80397544570414,232.80397544570414,2.274612649683462,-0.594963869942962,False,239.40503613005703,False
2025-01-20 03:45:00,simulation,0.9855049473155654,0.004538702462809852,15.01051133947356,-0.3562491810768371,82.55781236710457,0.0,0.0,OFF,231.11111190583958,231.11111190583958,6.464031735171972,-0.3562491810768371,False,159.64375081892317,False
2025-01-20 08:20:00,simulation,0.9684466845783818,0.178425319911387,15.041569133535754,-1.4088565798334507,82.72863023444664,0.0,0.0,OFF,227.02698367338127,227.02698367338127,-4.054639309262598,-1.4088565798334507,False,270.94305122534627,False
2025-01-20 13:00:00,simulation,0.9863551763791631,0.026583301738362763,15.021806724412755,-0.7390711463133854,82.61993698427015,0.0,0.0,OFF,224.9377558320957,224.9377558320957,-2.104602675815215,-0.7390711463133854,False,237.2520005195055,False
2025-01-20 17:45:00,simulation,0.9931338004955972,0.08971382141595186,15.0,0.11236328426468845,82.48080460560479,0.0,0.0,OFF,224.43758310422035,224.43758310422035,1.5927216104635988,0.11236328426468845,False,418.4526663907839,False
2025-01-20 22:35:00,simulation,0.9868235288313265,0.011091233037914705,15.0,0.07320213805024878,82.48749463474975,0.0,0.0,OFF,223.3112408501529,223.3112408501529,-3.117931694984833,0.07320213805024878,False,400.07320213805025,False
2025-01-21 03:30:00,simulation,0.9733981181723944,0.05550333306678645,15.0,0.36632199824077105,82.4374199919672,0.0,0.0,OFF,229.71704834703547,229.71704834703547,-14.533056998527258,0.36632199824077105,False,160.36632199824078,False
2025-01-21 08:30:00,simulation,0.9890380971627839,0.045995520762888376,15.008957022464351,-0.30357043703505937,82.54926362355393,0.0,0.0,OFF,235.45855783738165,235.45855783738165,-2.7008154881126245,-0.30357043703505937,False,375.907324312854,False
2025-01-21 13:35:00,simulation,0.994883857950156,0.005572800175078996,15.00689943707236,-0.23383497537123787,82.53794690389797,0.0,0.0,OFF,236.53064140640137,236.53064140640137,-2.703160249966686,-0.23383497537123787,False,74.70166474719069,False
2025-01-21 18:45:00,simulation,0.9825173137952006,0.030156665580646447,15.0,0.04724637724039482,82.4919287438881,0.0,0.0,OFF,236.33500284763858,236.33500284763858,5.6211117526206635,0.04724637724039482,False,420.0472463772404,False
2025-01-22 00:00:00,simulation,0.990123745772045,0.013919956463952943,15.0,0.09187171266210115,82.48430524908689,0.0,0.0,OFF,230.6638466524284,230.6638466524284,2.564670872077869,0.09187171266210115,False,160.0918717126621,False
2025-01-22 05:20:00,simulation,0.9827270162952857,0.08088225732007004,15.0,0.5338228983124935,82.40880525487161,0.0,0.0,OFF,227.20062947811996,227.20062947811996,8.14244831161227,0.5338228983124935,False,400.5338228983125,False
2025-01-22 10:45:00,simulation,0.992781799769691,0.1425480662365075,15.0,0.9408172371609496,82.33927705531833,0.0,0.0,OFF,236.6915734919812,236.6915734919812,-9.996369874144108,0.9408172371609496,False,173.03026922066135,False
2025-01-22 16:15:00,simulation,0.9952153169307875,0.03333609699627793,15.0,0.22001824017543828,82.4624135506367,0.0,0.0,OFF,239.2499393354841,239.2499393354841,-3.7087789066233654,0.22001824017543828,False,524.3197354678673,False
2025-01-22 21:50:00,simulation,0.974875148201217,0.01965383845358737,15.0,0.12971533379367273,82.47784029714357,0.0,0.0,OFF,246.08529251393077,246.08529251393077,1.2775462417664585,0.12971533379367273,False,400.1297153337937,False
2025-01-23 03:30:00,simulation,0.9821147729982869,0.07446978108426983,15.014502010000625,-0.4915005551562004,82.57976105500343,0.0,0.0,OFF,247.49406097846963,247.49406097846963,-6.377580383986327,-0.4915005551562004,False,159.5084994448438,False
2025-01-23 09:15:00,simulation,0.9942476559817253,0.025690973703621722,15.014416564528654,-0.48860464645765944,82.5792911049076,0.0,0.0,OFF,248.5338555329393,248.5338555329393,0.5351071355736678,-0.48860464645765944,False,300.18931406285236,False
2025-01-23 15:05:00,simulation,0.994543274698968,0.04988216329658002,15.0,0.012057858127075605,82.49794011590329,0.0,0.0,OFF,245.50475786060852,245.50475786060852,4.182910595387057,0.012057858127075605,False,214.4742190070023,False
2025-01-23 21:00:00,simulation,0.993608960624879,0.043411591915644365,15.0,0.28651650664324896,82.45105343011511,0.0,0.0,OFF,249.42932296360573,249.42932296360573,-2.3730398701654565,0.28651650664324896,False,420.28651650664324,False
2025-01-24 03:00:00,simulation,0.965612721081667,0.058255539749634266,15.011344499845979,-0.38448656234758616,82.56239474915289,0.0,0.0,OFF,243.22008521405942,243.22008521405942,-4.476448026569614,-0.38448656234758616,False,159.61551343765242,False
2025-01-24 09:05:00,simulation,0.9986520653895214,0.02278340933129641,15.011800742769799,-0.39994949819807246,82.56490408523389,0.0,0.0,OFF,245.7692676329694,245.7692676329694,-2.403649673167763,-0.39994949819807246,False,197.1378893529267,False
2025-01-24 15:15:00,simulation,0.9760857787100059,0.03581319091687618,15.014634278976487,-0.49598340098694393,82.58048853437069,0.0,0.0,OFF,243.77046315667707,243.77046315667707,9.492702360732011,-0.49598340098694393,False,430.8260978897031,False
2025-01-24 21:30:00,simulation,0.9824458955587695,0.021678125325893305,15.005277914579171,-0.17887851033182045,82.52902853018544,0.0,0.0,OFF,252.7804011822273,252.7804011822273,-14.572264501615166,-0.17887851033182045,False,419.8211214896682,False
2025-01-25 03:50:00,simulation,0.9665664942631993,0.11996477163226693,15.026787575518377,-0.9078816135146894,82.64733166535108,0.0,0.0,OFF,256.905384844038,256.905384844038,-13.669955285647404,-0.9078816135146894,False,399.0921183864853,False
2025-01-25 10:15:00,simulation,0.9872256699973927,0.14602719995289526,15.0,0.374452858284819,82.436030970043,0.0,0.0,OFF,257.11669043367215,257.11669043367215,-2.52238625779799,0.374452858284819,False,208.27473563059306,False
2025-01-25 16:45:00,simulation,0.971151463516423,0.04002754345665949,15.0,0.26418178681396043,82.45486894475262,0.0,0.0,OFF,268.57380992258885,268.57380992258885,-20.539597737353574,0.26418178681396043,False,560.1747298033135,False
2025-01-25 23:20:00,simulation,0.9761174738811995,0.038743408736449325,15.0,0.25570649766056164,82.45631680664965,0.0,0.0,OFF,267.2148329920683,267.2148329920683,8.803240186968083,0.25570649766056164,False,400.2557064976606,False
2025-01-26 06:00:00,simulation,0.9621806897863223,0.09642496768689313,15.0,0.636404786733479,82.39128084893304,0.0,0.0,OFF,261.4488686649028,261.4488686649028,17.086734829232796,0.636404786733479,False,260.63640478673346,False
2025-01-26 12:45:00,simulation,0.9882308157773012,0.029598297796489703,15.0,0.19534876545686333,82.46662791923445,0.0,0.0,OFF,264.2046575257911,264.2046575257911,0.7726285760581391,0.19534876545686333,False,146.96271945826726,False
2025-01-26 19:35:00,simulation,0.9832341741056547,0.07204200042594522,15.0,0.4754772028112697,82.41877264451973,0.0,0.0,OFF,260.32980076172873,260.32980076172873,-0.7531918617067959,0.4754772028112697,False,400.47547720281125,False
2025-01-27 02:30:00,simulation,0.9774923975217248,0.040079829704732006,15.007805019468817,-0.26452687605123515,82.5429276070785,0.0,0.0,OFF,251.08512189455033,251.08512189455033,2.2765424371497716,-0.26452687605123515,False,159.73547312394876,False
2025-01-27 09:30:00,simulation,0.9915066437041995,0.020685357925708914,15.009094617426696,-0.3082337906236426,82.55002039584683,0.0,0.0,OFF,258.1858388627134,258.1858388627134,-4.545402975239057,-0.3082337906236426,False,275.48087145948733,False
2025-01-27 16:35:00,simulation,0.9850191811544147,0.03815892111004082,15.013334471387878,-0.4519304627135554,82.57333959263333,0.0,0.0,OFF,255.0784421249957,255.0784421249957,-1.3774239293435357,-0.4519304627135554,False,348.57987287845043,False
2025-01-27 23:45:00,simulation,0.9970752101362843,0.042884127106228576,15.000304590008284,-0.010323131632198113,82.50167524504556,0.0,0.0,OFF,261.36025433622547,261.36025433622547,-6.684953804385287,-0.010323131632198113,False,239.9896768683678,False
2025-01-28 07:00:00,simulation,0.9802146405528115,0.10742327524955009,15.0,0.7022926364647972,82.38002500793726,0.0,0.0,OFF,268.7191958029462,268.7191958029462,-12.52175094578962,0.7022926364647972,False,234.71122097064588,False
2025-01-28 14:20:00,simulation,0.9783480381666767,0.1744018898019828,15.03396247327723,-1.1510524726930669,82.68679360302475,0.0,0.0,OFF,272.24375457355325,272.24375457355325,-8.416520851021687,-1.1510524726930669,False,138.49703972212725,False
2025-01-28 21:45:00,simulation,0.9797718960513665,0.08077772750043977,15.006315416421097,-0.2140414105961348,82.53473479031604,0.0,0.0,OFF,262.4628555329806,262.4628555329806,4.115234091033983,-0.2140414105961348,False,419.7859585894039,False
2025-01-29 05:15:00,simulation,0.9865814327506204,0.021644544758684603,15.00831447112986,-0.28179315667145843,82.54572959121423,0.0,0.0,OFF,257.1040941767398,257.1040941767398,9.543023175918222,-0.28179315667145843,False,259.7182068433285,False
2025-01-29 12:50:00,simulation,0.9882130027939371,0.07179614066738615,15.019378466547595,-0.6567728932616674,82.60658156601177,0.0,0.0,OFF,255.6642241011643,255.6642241011643,4.411587268697957,-0.6567728932616674,False,29.51951642162819,False
2025-01-29 20:30:00,simulation,0.9881806891425933,0.01955984453067572,15.016388026957046,-0.5554212379495239,82.59013414826374,0.0,0.0,OFF,256.01267911089747,256.01267911089747,-4.0274273684596835,-0.5554212379495239,False,419.44457876205047,False
2025-01-30 04:15:00,simulation,0.9913178297642793,0.08647491289543296,15.0,0.2101978320548632,82.46409120369063,0.0,0.0,OFF,256.6069811495408,256.6069811495408,1.1467558679911463,0.2101978320548632,False,160.21019783205486,False
2025-01-30 12:05:00,simulation,0.9942445616827082,0.1220794154422542,15.023773359849283,-0.8057241419189012,82.63075347917105,0.0,0.0,OFF,253.18008338818407,253.18008338818407,3.136143861489529,-0.8057241419189012,False,11.378920871200663,False
2025-01-30 20:00:00,simulation,0.9951766044180969,0.0989069541362646,15.0,0.12977198061511075,82.47783061997826,0.0,0.0,OFF,247.09449131053142,247.09449131053142,5.796552938835134,0.12977198061511075,False,420.1297719806151,False
