timestamp,city_survivability_index,unserved_energy_kwh,priority_violations
2026-01-27 00:00:00,0.584819784967749,0.0,61
2026-01-27 00:15:00,0.5833790590618428,0.0,62
2026-01-27 00:30:00,0.5818648527189972,0.0,63
2026-01-27 00:45:00,0.5805366561657354,0.0,64
2026-01-27 01:00:00,0.5791693808033453,0.0,65
2026-01-27 01:15:00,0.5777369028603596,0.0,66
2026-01-27 01:30:00,0.5764341253709352,0.0,67
2026-01-27 01:45:00,0.5749327973415028,0.0,68
2026-01-27 02:00:00,0.5737608662017961,0.0,69
2026-01-27 02:15:00,0.5724885914847025,0.0,70
2026-01-27 02:30:00,0.5712104414931177,0.0,71
2026-01-27 02:45:00,0.5698839171558594,0.0,72
2026-01-27 03:00:00,0.5685965455296963,0.0,73
2026-01-27 03:15:00,0.5673464116095295,0.0,74
2026-01-27 03:30:00,0.5661583282999896,0.0,75
2026-01-27 03:45:00,0.5647800943369671,0.0,76
2026-01-27 04:00:00,0.5633971878384338,0.0,77
2026-01-27 04:15:00,0.5620285342046119,0.0,78
2026-01-27 04:30:00,0.5607401924505295,0.0,79
2026-01-27 04:45:00,0.5595122457132197,0.0,80
2026-01-27 05:00:00,0.5581355297599551,0.0,81
2026-01-27 05:15:00,0.5568946748080171,0.0,82
2026-01-27 05:30:00,0.555509138400441,0.0,83
2026-01-27 05:45:00,0.5541818746681296,0.0,84
2026-01-27 06:00:00,0.5530477814731235,0.0,85
2026-01-27 06:15:00,0.5516596238349658,0.0,86
2026-01-27 06:30:00,0.550425538855508,0.0,87
2026-01-27 06:45:00,0.5493480201423021,0.0,88
2026-01-27 07:00:00,0.5482159703481568,0.0,89
2026-01-27 07:15:00,0.546937650430846,0.0,90
2026-01-27 07:30:00,0.5456539432602583,0.0,91
2026-01-27 07:45:00,0.5443397862652537,0.0,92
2026-01-27 08:00:00,0.5432238785408449,0.0,93
2026-01-27 08:15:00,0.5418876070419157,0.0,94
2026-01-27 08:30:00,0.5407971745425829,0.0,95
2026-01-27 08:45:00,0.5396348436288072,0.0,96
2026-01-27 09:00:00,0.5385428163874316,0.0,97
2026-01-27 09:15:00,0.5373187948753952,0.0,98
2026-01-27 09:30:00,0.536134806500783,0.0,99
2026-01-27 09:45:00,0.5350820185071192,0.0,100
2026-01-27 10:00:00,0.5339222543523692,0.0,101
2026-01-27 10:15:00,0.5326195266688933,0.0,102
2026-01-27 10:30:00,0.5313884889397066,0.0,103
2026-01-27 10:45:00,0.5301843405539727,0.0,104
2026-01-27 11:00:00,0.5291245085613244,0.0,105
2026-01-27 11:15:00,0.5281129808816303,0.0,106
2026-01-27 11:30:00,0.5270968433875783,0.0,107
2026-01-27 11:45:00,0.526018521386518,0.0,108
2026-01-27 12:00:00,0.5248400360952677,0.0,109
2026-01-27 12:15:00,0.5237593277016397,0.0,110
2026-01-27 12:30:00,0.5226044171633466,0.0,111
2026-01-27 12:45:00,0.5214598236389548,0.0,112
2026-01-27 13:00:00,0.5202433462971494,0.0,113
2026-01-27 13:15:00,0.5191269245004725,0.0,114
2026-01-27 13:30:00,0.517973351068991,0.0,115
2026-01-27 13:45:00,0.5169936987443138,0.0,116
2026-01-27 14:00:00,0.5159540250381806,0.0,117
2026-01-27 14:15:00,0.5147177375652372,0.0,118
2026-01-27 14:30:00,0.5136763097387624,0.0,119
2026-01-27 14:45:00,0.5126319954383756,0.0,120
2026-01-27 15:00:00,0.512876682064522,0.0,120
2026-01-27 15:15:00,0.5131182713916033,0.0,120
2026-01-27 15:30:00,0.5133568218592244,0.0,120
2026-01-27 15:45:00,0.5135923904460002,0.0,120
2026-01-27 16:00:00,0.5138250327149279,0.0,120
2026-01-27 16:15:00,0.5140548028570787,0.0,120
2026-01-27 16:30:00,0.5142817537336817,0.0,120
2026-01-27 16:45:00,0.5145059369166675,0.0,120
2026-01-27 17:00:00,0.5147274027277383,0.0,120
2026-01-27 17:15:00,0.5149462002760252,0.0,120
2026-01-27 17:30:00,0.5151623774943924,0.0,120
2026-01-27 17:45:00,0.5153759811744458,0.0,120
2026-01-27 18:00:00,0.5155870570002974,0.0,120
2026-01-27 18:15:00,0.5157956495811389,0.0,120
2026-01-27 18:30:00,0.5160018024826724,0.0,120
2026-01-27 18:45:00,0.5162055582574439,0.0,120
2026-01-27 19:00:00,0.5164069584741254,0.0,120
2026-01-27 19:15:00,0.5166060437457877,0.0,120
2026-01-27 19:30:00,0.5168028537572024,0.0,120
2026-01-27 19:45:00,0.5169974272912146,0.0,120
2026-01-27 20:00:00,0.5171898022542211,0.0,120
2026-01-27 20:15:00,0.5173800157007893,0.0,120
2026-01-27 20:30:00,0.5175681038574517,0.0,120
2026-01-27 20:45:00,0.5177541021457067,0.0,120
2026-01-27 21:00:00,0.5179380452042572,0.0,120
2026-01-27 21:15:00,0.5181199669105161,0.0,120
2026-01-27 21:30:00,0.5182999004014059,0.0,120
2026-01-27 21:45:00,0.5184778780934817,0.0,120
2026-01-27 22:00:00,0.5186539317024,0.0,120
2026-01-27 22:15:00,0.51882809226176,0.0,120
2026-01-27 22:30:00,0.5190003901413408,0.0,120
2026-01-27 22:45:00,0.5191708550647557,0.0,120
2026-01-27 23:00:00,0.5193395161265473,0.0,120
2026-01-27 23:15:00,0.519506401808741,0.0,120
2026-01-27 23:30:00,0.5196715399968804,0.0,120
2026-01-27 23:45:00,0.5198349579955599,0.0,120
2026-01-28 00:00:00,0.519996682543476,0.0,120
2026-01-28 00:15:00,0.5201567398280115,0.0,120
2026-01-28 00:30:00,0.5203151554993724,0.0,120
2026-01-28 00:45:00,0.5204719546842905,0.0,120
2026-01-28 01:00:00,0.5206271619993112,0.0,120
2026-01-28 01:15:00,0.5207808015636751,0.0,120
2026-01-28 01:30:00,0.5209328970118142,0.0,120
2026-01-28 01:45:00,0.521083471505472,0.0,120
2026-01-28 02:00:00,0.5212325477454613,0.0,120
2026-01-28 02:15:00,0.5213801479830747,0.0,120
2026-01-28 02:30:00,0.521526294031155,0.0,120
2026-01-28 02:45:00,0.5216710072748423,0.0,120
2026-01-28 03:00:00,0.5218143086820057,0.0,120
2026-01-28 03:15:00,0.5219562188133715,0.0,120
2026-01-28 03:30:00,0.5220967578323569,0.0,120
2026-01-28 03:45:00,0.5222359455146214,0.0,120
2026-01-28 04:00:00,0.5223738012573427,0.0,120
2026-01-28 04:15:00,0.5225103440882284,0.0,120
2026-01-28 04:30:00,0.5226455926742717,0.0,120
2026-01-28 04:45:00,0.522779565330258,0.0,120
2026-01-28 05:00:00,0.522912280027033,0.0,120
2026-01-28 05:15:00,0.5230437543995393,0.0,120
2026-01-28 05:30:00,0.5231740057546268,0.0,120
2026-01-28 05:45:00,0.5233030510786487,0.0,120
